name,teamID,lgID,divID,Park,yearID,SUM(G),SUM(W),SUM(L),SUM(R),SUM(RA),PredictedWin,WError,Wpct,WpctExp,PctError
California Angels,CAL,AL,W,Anaheim Stadium,1988,162,75,87,714,771,74.791,0.209,0.463,0.4617,0.0013
Milwaukee Brewers,MIL,NL,C,County Stadium,1999,161,74,87,815,886,73.7915,0.2085,0.4596,0.4583,0.0013
New York Yankees,NYA,AL,NA,Yankee Stadium I,1968,164,83,79,536,531,82.7685,0.2315,0.5061,0.5047,0.0014
Minnesota Twins,MIN,AL,W,Hubert H Humphrey Metrodome,1984,162,81,81,673,675,80.7596,0.2404,0.5,0.4985,0.0015
Brooklyn Dodgers,BRO,NL,NA,Ebbets Field,1955,154,98,55,857,650,97.7616,0.2384,0.6364,0.6348,0.0015
Chicago White Sox,CHA,AL,NA,Comiskey Park,1961,163,86,76,765,726,85.7607,0.2393,0.5276,0.5261,0.0015
Atlanta Braves,ATL,NL,E,Turner Field,2004,162,96,66,803,668,95.7433,0.2567,0.5926,0.591,0.0016
Detroit Tigers,DET,AL,C,Comerica Park,2001,162,66,96,724,876,65.7477,0.2523,0.4074,0.4058,0.0016
Houston Astros,HOU,NL,W,Astrodome,1985,162,83,79,706,691,82.7392,0.2608,0.5123,0.5107,0.0016
Boston Red Sox,BOS,AL,E,Fenway Park II,1984,162,86,76,810,764,85.7304,0.2696,0.5309,0.5292,0.0017
St. Louis Cardinals,SLN,NL,NA,Sportsman's Park IV,1956,156,76,78,678,698,75.733,0.267,0.4872,0.4855,0.0017
New York Yankees,NYA,AL,NA,Yankee Stadium I,1962,162,96,66,817,680,95.7025,0.2975,0.5926,0.5908,0.0018
Philadelphia Phillies,PHI,NL,E,Citizens Bank Park,2009,162,93,69,820,709,92.699,0.301,0.5741,0.5722,0.0019
Toronto Blue Jays,TOR,AL,E,Rogers Centre,2006,162,87,75,809,754,86.6935,0.3065,0.537,0.5351,0.0019
Cincinnati Reds,CIN,NL,NA,Crosley Field,1967,162,87,75,604,563,86.6845,0.3155,0.537,0.5351,0.0019
Minnesota Twins,MIN,AL,W,Hubert H Humphrey Metrodome,1990,162,74,88,666,729,73.6988,0.3012,0.4568,0.4549,0.0019
San Diego Padres,SDN,NL,W,Qualcomm Stadium,2001,162,79,83,789,812,78.6732,0.3268,0.4877,0.4856,0.002
Boston Red Sox,BOS,AL,E,Fenway Park II,2010,162,89,73,818,744,88.6576,0.3424,0.5494,0.5473,0.0021
Texas Rangers,TEX,AL,W,Arlington Stadium,1973,162,57,105,619,844,56.6611,0.3389,0.3519,0.3498,0.0021
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1958,154,84,70,662,607,83.662,0.338,0.5455,0.5433,0.0022
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1975,162,86,76,735,694,85.6442,0.3558,0.5309,0.5287,0.0022
Minnesota Twins,MIN,AL,NA,Metropolitan Stadium,1962,163,91,71,798,713,90.6405,0.3595,0.5583,0.5561,0.0022
Kansas City Royals,KCA,AL,C,Kauffman Stadium,2009,162,65,97,686,842,64.6313,0.36870000000000003,0.4012,0.399,0.0023
Montreal Expos,MON,NL,E,Stade Olympique,1991,161,71,90,579,655,70.6217,0.3783,0.441,0.4386,0.0023
Florida Marlins,FLO,NL,E,Sun Life Stadium,2011,162,72,90,625,702,71.6314,0.3686,0.4444,0.4422,0.0023
Kansas City Athletics,KC1,AL,NA,Municipal Stadium I,1962,162,72,90,745,837,71.6108,0.3892,0.4444,0.442,0.0024
Atlanta Braves,ATL,NL,E,Atlanta-Fulton County Stadium,1994,114,68,46,542,448,67.7275,0.2725,0.5965,0.5941,0.0024
Boston Red Sox,BOS,AL,E,Fenway Park II,2009,162,95,67,872,736,94.6042,0.3958,0.5864,0.584,0.0024
New York Yankees,NYA,AL,E,Yankee Stadium II,1999,162,98,64,900,731,97.6077,0.3923,0.6049,0.6025,0.0024
Philadelphia Phillies,PHI,NL,E,Citizens Bank Park,2014,162,73,89,619,687,72.5879,0.4121,0.4506,0.4481,0.0025
Detroit Tigers,DET,AL,NA,Briggs Stadium,1954,155,68,86,584,664,67.6048,0.3952,0.4387,0.4362,0.0025
Boston Red Sox,BOS,AL,E,Fenway Park II,1993,162,80,82,686,698,79.5955,0.4045,0.4938,0.4913,0.0025
New York Yankees,NYA,AL,E,Yankee Stadium II,1995,145,79,65,749,688,78.6441,0.3559,0.5448,0.5424,0.0025
Seattle Pilots,SE1,AL,W,Sicks Stadium,1969,163,64,98,639,799,63.5855,0.4145,0.3926,0.3901,0.0025
Milwaukee Brewers,MIL,NL,C,County Stadium,2000,163,73,89,740,826,72.5754,0.4246,0.4479,0.4452,0.0026
New York Mets,NYN,NL,NA,Shea Stadium,1965,164,50,112,495,752,49.5776,0.4224,0.3049,0.3023,0.0026
Washington Nationals,WAS,NL,E,Nationals Park,2012,162,98,64,731,594,97.573,0.427,0.6049,0.6023,0.0026
Milwaukee Brewers,ML4,AL,E,County Stadium,1977,162,67,95,639,765,66.5777,0.4223,0.4136,0.411,0.0026
Kansas City Royals,KCA,AL,W,Royals Stadium,1991,162,82,80,727,722,81.559,0.441,0.5062,0.5035,0.0027
Cleveland Indians,CLE,AL,C,Jacobs Field,1997,161,86,75,868,815,85.5651,0.4349,0.5342,0.5315,0.0027
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1990,162,95,67,733,619,94.5633,0.4367,0.5864,0.5837,0.0027
New York Mets,NYN,NL,E,Shea Stadium,1983,162,68,94,575,680,67.5404,0.4596,0.4198,0.4169,0.0028
Pittsburgh Pirates,PIT,NL,E,Forbes Field/Three Rivers Stadium,1970,162,89,73,729,664,88.5428,0.4572,0.5494,0.5466,0.0028
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1961,163,95,67,691,588,94.5421,0.4579,0.5828,0.58,0.0028
St. Louis Cardinals,SLN,NL,C,Busch Stadium II,2002,162,97,65,787,648,96.5461,0.4539,0.5988,0.596,0.0028
Chicago White Sox,CHA,AL,W,Comiskey Park II,1993,162,94,68,776,664,93.5242,0.4758,0.5802,0.5773,0.0029
Kansas City Royals,KCA,AL,W,Municipal Stadium II,1969,163,69,93,586,688,68.5329,0.4671,0.4233,0.4204,0.0029
Minnesota Twins,MIN,AL,W,Metropolitan Stadium,1970,162,98,64,744,605,97.517,0.483,0.6049,0.602,0.003
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium,2005,162,95,67,761,643,94.5199,0.4801,0.5864,0.5835,0.003
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1993,162,68,94,715,846,67.4999,0.5001,0.4198,0.4167,0.0031
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium of Anaheim,2012,162,89,73,767,699,88.4982,0.5018,0.5494,0.5463,0.0031
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,2005,162,74,88,729,800,73.4936,0.5064,0.4568,0.4537,0.0031
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1988,162,65,96,597,734,64.5001,0.4999,0.4012,0.3981,0.0031
Boston Red Sox,BOS,AL,NA,Fenway Park II,1960,154,65,89,658,775,64.5096,0.4904,0.4221,0.4189,0.0032
St. Louis Cardinals,SLN,NL,C,Busch Stadium III,2006,161,83,78,781,762,82.4822,0.5178,0.5155,0.5123,0.0032
Anaheim Angels,ANA,AL,W,Angels Stadium of Anaheim,2004,162,92,70,836,734,91.4806,0.5194,0.5679,0.5647,0.0032
Texas Rangers,TEX,AL,W,Arlington Stadium,1985,161,62,99,617,785,61.4807,0.5193,0.3851,0.3819,0.0032
Detroit Tigers,DET,AL,C,Comerica Park,2012,162,88,74,726,670,87.4881,0.5119,0.5432,0.5401,0.0032
Florida Marlins,FLO,NL,E,Joe Robbie Stadium,1993,162,64,98,581,724,63.4589,0.5411,0.3951,0.3917,0.0033
Cincinnati Redlegs,CIN,NL,NA,Crosley Field,1954,154,74,80,729,763,73.4924,0.5076,0.4805,0.4772,0.0033
Seattle Mariners,SEA,AL,W,Kingdome,1997,162,90,72,925,833,89.4547,0.5453,0.5556,0.5522,0.0034
San Francisco Giants,SFN,NL,W,AT&T Park,2014,162,88,74,665,614,87.4495,0.5505,0.5432,0.5398,0.0034
Texas Rangers,TEX,AL,W,Arlington Stadium,1977,162,94,68,767,657,93.4398,0.5602,0.5802,0.5768,0.0035
Kansas City Royals,KCA,AL,C,Kauffman Stadium,2000,162,77,85,879,930,76.4365,0.5635,0.4753,0.4718,0.0035
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1996,162,78,84,861,900,77.414,0.586,0.4815,0.4779,0.0036
New York Yankees,NYA,AL,E,Yankee Stadium II,2006,162,97,65,930,767,96.4182,0.5818,0.5988,0.5952,0.0036
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1988,160,85,75,651,616,84.4165,0.5835,0.5313,0.5276,0.0036
Chicago Cubs,CHN,NL,NA,Wrigley Field,1965,164,72,90,635,723,71.417,0.583,0.439,0.4355,0.0036
Kansas City Royals,KCA,AL,W,Royals Stadium,1979,162,85,77,851,816,84.3998,0.6002,0.5247,0.521,0.0037
Atlanta Braves,ATL,NL,E,Turner Field,2012,162,94,68,700,600,93.3882,0.6118,0.5802,0.5765,0.0038
Milwaukee Brewers,MIL,NL,C,Miller Park,2004,161,67,94,634,757,66.3739,0.6261,0.4161,0.4123,0.0039
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1982,162,68,94,691,819,67.3655,0.6345,0.4198,0.4158,0.0039
San Francisco Giants,SFN,NL,W,Candlestick Park,1992,162,72,90,574,647,71.349,0.651,0.4444,0.4404,0.004
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1988,161,87,74,641,596,86.3492,0.6508,0.5404,0.5363,0.004
Toronto Blue Jays,TOR,AL,E,Exhibition Stadium,1983,162,89,73,795,726,88.334,0.666,0.5494,0.5453,0.0041
Seattle Mariners,SEA,AL,W,Kingdome,1993,162,82,80,734,731,81.3317,0.6683,0.5062,0.502,0.0041
Minnesota Twins,MIN,AL,C,Hubert H Humphrey Metrodome,1995,144,56,88,703,889,55.4024,0.5976,0.3889,0.3847,0.0041
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium of Anaheim,2014,162,98,64,773,630,97.342,0.658,0.6049,0.6009,0.0041
Detroit Tigers,DET,AL,E,Tiger Stadium,1991,162,84,78,817,794,83.3124,0.6876,0.5185,0.5143,0.0042
Colorado Rockies,COL,NL,W,Coors Field,1997,162,83,79,923,908,82.3271,0.6729,0.5123,0.5082,0.0042
San Diego Padres,SDN,NL,W,Qualcomm Stadium,1999,162,74,88,710,781,73.3032,0.6968,0.4568,0.4525,0.0043
Pittsburgh Pirates,PIT,NL,C,PNC Park,2014,162,88,74,682,631,87.283,0.717,0.5432,0.5388,0.0044
Colorado Rockies,COL,NL,W,Coors Field,2008,162,74,88,747,822,73.2739,0.7261,0.4568,0.4523,0.0045
Florida Marlins,FLO,NL,E,Joe Robbie Stadium,1996,162,80,82,688,703,79.2533,0.7467,0.4938,0.4892,0.0046
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1980,162,100,62,805,640,99.2602,0.7398,0.6173,0.6127,0.0046
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1984,162,79,83,580,600,78.255,0.745,0.4877,0.4831,0.0046
Oakland Athletics,OAK,AL,W,Oakland Coliseum,2003,162,96,66,768,643,95.2398,0.7602,0.5926,0.5879,0.0047
Boston Red Sox,BOS,AL,E,Fenway Park II,1999,162,94,68,836,718,93.2306,0.7694,0.5802,0.5755,0.0047
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium,2011,162,86,76,667,633,85.234,0.766,0.5309,0.5261,0.0047
Seattle Mariners,SEA,AL,W,Safeco Field,2006,162,78,84,756,792,77.2346,0.7654,0.4815,0.4768,0.0047
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1983,162,98,64,799,652,97.2454,0.7546,0.6049,0.6003,0.0047
Kansas City Royals,KCA,AL,C,Kauffman Stadium,2006,162,62,100,757,971,61.2406,0.7594,0.3827,0.378,0.0047
Pittsburgh Pirates,PIT,NL,C,PNC Park,2008,162,67,95,735,884,66.216,0.784,0.4136,0.4087,0.0048
Minnesota Twins,MIN,AL,C,Target Field,2010,162,94,68,781,671,93.2027,0.7973,0.5802,0.5753,0.0049
New York Mets,NYN,NL,E,Shea Stadium,1999,163,97,66,853,711,96.1782,0.8218,0.5951,0.5901,0.005
Pittsburgh Pirates,PIT,NL,C,PNC Park,2012,162,79,83,651,674,78.1888,0.8112,0.4877,0.4826,0.005
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1989,164,86,76,632,608,85.173,0.827,0.5244,0.5193,0.005
California Angels,CAL,AL,W,Anaheim Stadium,1994,115,47,68,543,660,46.4203,0.5797,0.4087,0.4037,0.005
Minnesota Twins,MIN,AL,NA,Metropolitan Stadium,1965,162,102,60,774,600,101.1915,0.8085,0.6296,0.6246,0.005
Houston Astros,HOU,NL,NA,Astrodome,1966,163,72,90,612,695,71.1904,0.8096,0.4417,0.4368,0.005
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,2014,162,94,68,718,617,93.1864,0.8136,0.5802,0.5752,0.005
Washington Senators,WS1,AL,NA,Griffith Stadium I,1952,157,78,76,598,608,77.1983,0.8017,0.4968,0.4917,0.0051
Milwaukee Braves,ML1,NL,NA,County Stadium,1964,162,88,74,803,744,87.1694,0.8306,0.5432,0.5381,0.0051
Montreal Expos,MON,NL,E,Stade Olympique,1999,162,68,94,718,853,67.181,0.819,0.4198,0.4147,0.0051
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,1998,162,88,74,940,871,87.1633,0.8367,0.5432,0.538,0.0052
Atlanta Braves,ATL,NL,E,Atlanta-Fulton County Stadium,1996,162,96,66,773,648,95.1411,0.8589,0.5926,0.5873,0.0053
New York Yankees,NYA,AL,E,Yankee Stadium II,1993,162,88,74,821,761,87.1353,0.8647,0.5432,0.5379,0.0053
Atlanta Braves,ATL,NL,W,Atlanta-Fulton County Stadium,1991,162,94,68,749,644,93.1421,0.8579,0.5802,0.575,0.0053
California Angels,CAL,AL,W,Anaheim Stadium,1990,162,80,82,690,706,79.1435,0.8565,0.4938,0.4885,0.0053
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1986,162,74,88,656,723,73.1476,0.8524,0.4568,0.4515,0.0053
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1985,162,95,67,682,579,94.1447,0.8553,0.5864,0.5811,0.0053
Boston Red Sox,BOS,AL,NA,Fenway Park II,1958,155,79,75,697,691,78.17,0.83,0.5097,0.5043,0.0054
New York Mets,NYN,NL,E,Shea Stadium,1985,162,98,64,695,568,97.1267,0.8733,0.6049,0.5995,0.0054
Boston Red Sox,BOS,AL,E,Fenway Park II,1991,162,84,78,731,712,83.1327,0.8673,0.5185,0.5132,0.0054
Minnesota Twins,MIN,AL,W,Hubert H Humphrey Metrodome,1983,162,70,92,709,822,69.1079,0.8921,0.4321,0.4266,0.0055
Seattle Mariners,SEA,AL,W,Kingdome,1990,162,77,85,640,680,76.0954,0.9046,0.4753,0.4697,0.0056
Chicago Cubs,CHN,NL,E,Wrigley Field,1985,162,77,84,686,729,76.0816,0.9184,0.4753,0.4696,0.0057
Boston Red Sox,BOS,AL,E,Fenway Park II,1992,162,73,89,599,669,72.084,0.916,0.4506,0.445,0.0057
Texas Rangers,TEX,AL,W,Arlington Stadium,1988,161,70,91,637,735,69.0584,0.9416,0.4348,0.4289,0.0058
Cleveland Indians,CLE,AL,C,Jacobs Field,1998,162,89,73,850,779,88.0474,0.9526,0.5494,0.5435,0.0059
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1964,163,97,65,679,567,96.0343,0.9657,0.5951,0.5892,0.0059
San Francisco Giants,SFN,NL,W,Candlestick Park,1975,161,80,81,659,671,79.0475,0.9525,0.4969,0.491,0.0059
Cincinnati Redlegs,CIN,NL,NA,Crosley Field,1956,155,91,63,775,658,90.0715,0.9285,0.5871,0.5811,0.006
San Francisco Giants,SFN,NL,NA,Candlestick Park,1962,165,103,62,878,690,102.0028,0.9972,0.6242,0.6182,0.006
New York Mets,NYN,NL,E,Shea Stadium,1994,113,55,58,506,526,54.3109,0.6891,0.4867,0.4806,0.0061
Philadelphia Phillies,PHI,NL,E,Citizens Bank Park,2010,162,97,65,772,640,96.0133,0.9867,0.5988,0.5927,0.0061
Oakland Athletics,OAK,AL,W,O.co Coliseum,2012,162,94,68,713,614,93.019,0.981,0.5802,0.5742,0.0061
Detroit Tigers,DET,AL,NA,Tiger Stadium,1964,163,85,77,699,678,83.9853,1.0147,0.5215,0.5152,0.0062
San Diego Padres,SDN,NL,W,Jack Murphy Stadium,1988,161,83,78,594,583,82.0045,0.9955,0.5155,0.5093,0.0062
Chicago Cubs,CHN,NL,E,Wrigley Field,1986,160,70,90,680,781,68.9917,1.0083,0.4375,0.43120000000000003,0.0063
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1983,162,74,88,708,782,72.9742,1.0258,0.4568,0.4505,0.0063
San Diego Padres,SDN,NL,W,Petco Park,2006,162,88,74,731,679,86.9664,1.0336,0.5432,0.5368,0.0064
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1983,163,90,72,696,635,88.9547,1.0453,0.5521,0.5457,0.0064
Minnesota Twins,MIN,AL,C,Hubert H Humphrey Metrodome,2000,162,69,93,748,880,67.9507,1.0493,0.4259,0.4194,0.0065
Detroit Tigers,DET,AL,NA,Briggs Stadium,1957,154,78,76,614,614,77,1,0.5065,0.5,0.0065
Anaheim Angels,ANA,AL,W,Edison International Field,1999,162,70,92,711,826,68.9465,1.0535,0.4321,0.4256,0.0065
Toronto Blue Jays,TOR,AL,E,Skydome,1999,162,84,78,883,862,82.9493,1.0507,0.5185,0.512,0.0065
Montreal Expos,MON,NL,E,Stade Olympique,1980,162,90,72,694,629,88.94,1.06,0.5556,0.549,0.0065
Colorado Rockies,COL,NL,W,Mile High Stadium,1994,117,53,64,573,638,52.2381,0.7619,0.453,0.4465,0.0065
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1997,162,65,97,764,946,63.951,1.049,0.4012,0.3948,0.0065
Toronto Blue Jays,TOR,AL,E,Rogers Centre,2010,162,85,77,755,728,83.9484,1.0516,0.5247,0.5182,0.0065
New York Yankees,NYA,AL,E,Yankee Stadium II,2000,161,87,74,871,814,85.9401,1.0599,0.5404,0.5338,0.0066
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1987,162,67,95,729,880,65.9295,1.0705,0.4136,0.407,0.0066
New York Mets,NYN,NL,E,Citi Field,2013,162,74,88,619,684,72.9387,1.0613,0.4568,0.4502,0.0066
Detroit Tigers,DET,AL,NA,Briggs Stadium,1959,154,76,78,713,732,74.9754,1.0246,0.4935,0.4869,0.0067
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,2002,161,80,81,710,724,78.9283,1.0717,0.4969,0.4902,0.0067
Detroit Tigers,DET,AL,E,Tiger Stadium,1979,161,85,76,770,738,83.9149,1.0851,0.528,0.5212,0.0067
Oakland Athletics,OAK,AL,W,Oakland Coliseum,1989,162,99,63,712,576,97.917,1.083,0.6111,0.6044,0.0067
San Francisco Giants,SFN,NL,W,3Com Park,1999,162,86,76,872,831,84.8979,1.1021,0.5309,0.5241,0.0068
Philadelphia Phillies,PHI,NL,E,Veterans Stadium,1977,162,101,61,847,668,99.8771,1.1229,0.6235,0.6165,0.0069
Baltimore Orioles,BAL,AL,E,Oriole Park at Camden Yards,2014,162,96,66,705,593,94.8751,1.1249,0.5926,0.5856,0.0069
Chicago Cubs,CHN,NL,E,Wrigley Field,1992,162,78,84,593,624,76.8761,1.1239,0.4815,0.4745,0.0069
Boston Red Sox,BOS,AL,E,Fenway Park II,1971,162,85,77,691,667,83.8621,1.1379,0.5247,0.5177,0.007
San Francisco Giants,SFN,NL,W,AT&T Park,2009,162,88,74,657,611,86.8692,1.1308,0.5432,0.5362,0.007
St. Louis Cardinals,SLN,NL,C,Busch Stadium II,1996,162,88,74,759,706,86.8531,1.1469,0.5432,0.5361,0.0071
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1967,163,81,81,679,693,79.8369,1.1631,0.4969,0.4898,0.0071
Texas Rangers,TEX,AL,W,The Ballpark at Arlington,2000,162,71,91,848,974,69.8502,1.1498,0.4383,0.43120000000000003,0.0071
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1959,154,89,65,745,646,87.9052,1.0948,0.5779,0.5708,0.0071
Detroit Tigers,DET,AL,E,Tiger Stadium,1987,162,98,64,896,735,96.8371,1.1629,0.6049,0.5978,0.0072
Philadelphia Phillies,PHI,NL,NA,Connie Mack Stadium,1959,155,64,90,599,725,62.8816,1.1184,0.4129,0.4057,0.0072
Arizona Diamondbacks,ARI,NL,W,Chase Field,2013,162,81,81,685,695,79.8261,1.1739,0.5,0.4928,0.0072
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1980,163,92,71,663,591,90.8281,1.1719,0.5644,0.5572,0.0072
Baltimore Orioles,BAL,AL,NA,Memorial Stadium,1954,154,54,100,483,668,52.871,1.129,0.3506,0.3433,0.0073
Colorado Rockies,COL,NL,W,Coors Field,1999,162,72,90,906,1028,70.8213,1.1787,0.4444,0.4372,0.0073
St. Louis Cardinals,SLN,NL,C,Busch Stadium III,2011,162,90,72,762,692,88.7811,1.2189,0.5556,0.548,0.0075
Washington Nationals,WAS,NL,E,Nationals Park,2013,162,86,76,656,626,84.7889,1.2111,0.5309,0.5234,0.0075
Cincinnati Reds,CIN,NL,W,Riverfront Stadium,1989,162,75,87,632,691,73.7898,1.2102,0.463,0.4555,0.0075
Boston Red Sox,BOS,AL,NA,Fenway Park II,1961,163,76,86,729,792,74.7601,1.2399,0.4663,0.4587,0.0076
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1975,159,79,80,688,703,77.7856,1.2144,0.4969,0.4892,0.0076
Texas Rangers,TEX,AL,W,Rangers Ballpark in Arlington,2012,162,93,69,808,707,91.7522,1.2478,0.5741,0.5664,0.0077
Seattle Mariners,SEA,AL,W,Kingdome,1987,162,78,84,760,801,76.748,1.252,0.4815,0.4738,0.0077
Pittsburgh Pirates,PIT,NL,NA,Forbes Field,1960,155,95,59,734,593,93.7856,1.2144,0.6129,0.6051,0.0078
New York Yankees,NYA,AL,E,Yankee Stadium II,1994,113,70,43,670,534,69.1033,0.8967,0.6195,0.6115,0.0079
Seattle Mariners,SEA,AL,W,Kingdome,1983,162,60,102,558,740,58.723,1.277,0.3704,0.3625,0.0079
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1990,162,70,92,599,698,68.7062,1.2938,0.4321,0.4241,0.008
Philadelphia Phillies,PHI,NL,E,Citizens Bank Park,2007,162,89,73,892,821,87.703,1.297,0.5494,0.5414,0.008
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1972,156,75,81,568,600,73.7292,1.2708,0.4808,0.4726,0.0081
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1987,162,80,82,723,744,78.6815,1.3185,0.4938,0.4857,0.0081
Texas Rangers,TEX,AL,W,Rangers Ballpark in Arlington,2009,162,87,75,784,740,85.6733,1.3267,0.537,0.5288,0.0082
Atlanta Braves,ATL,NL,E,Turner Field,2014,162,79,83,573,597,77.6783,1.3217,0.4877,0.4795,0.0082
Montreal Expos,MON,NL,E,Stade Olympique/Hiram Bithorn Stadium,2004,162,67,95,635,769,65.678,1.322,0.4136,0.4054,0.0082
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1974,161,86,75,677,643,84.6442,1.3558,0.5342,0.5257,0.0084
Baltimore Orioles,BAL,AL,E,Memorial Stadium,1988,161,54,107,550,789,52.6502,1.3498000000000001,0.3354,0.327,0.0084
Boston Red Sox,BOS,AL,E,Fenway Park II,1981,108,59,49,519,481,58.0981,0.9019,0.5463,0.5379,0.0084
Boston Red Sox,BOS,AL,NA,Fenway Park II,1962,160,76,84,707,756,74.6472,1.3528,0.475,0.4665,0.0085
New York Mets,NYN,NL,E,Shea Stadium,2007,162,88,74,804,750,86.6226,1.3774,0.5432,0.5347,0.0085
Chicago Cubs,CHN,NL,E,Wrigley Field,1991,160,77,83,695,734,75.6366,1.3634,0.4813,0.4727,0.0085
St. Louis Browns,SLA,AL,NA,Sportsman's Park IV,1952,155,64,90,604,733,62.6828,1.3172,0.4129,0.4044,0.0085
Detroit Tigers,DET,AL,NA,Tiger Stadium,1961,163,101,61,841,671,99.5979,1.4021,0.6196,0.611,0.0086
New York Yankees,NYA,AL,E,Yankee Stadium II,2008,162,89,73,789,727,87.6143,1.3857,0.5494,0.5408,0.0086
Toronto Blue Jays,TOR,AL,E,Exhibition Stadium,1984,163,89,73,750,696,87.5787,1.4213,0.546,0.5373,0.0087
Arizona Diamondbacks,ARI,NL,W,Bank One Ballpark,2002,162,98,64,819,674,96.5864,1.4136,0.6049,0.5962,0.0087
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1991,162,98,64,768,632,96.59,1.41,0.6049,0.5962,0.0087
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,2003,162,85,77,574,556,83.5799,1.4201,0.5247,0.5159,0.0088
Chicago White Sox,CHA,AL,W,Comiskey Park,1983,162,99,63,800,650,97.5812,1.4188,0.6111,0.6024,0.0088
Pittsburgh Pirates,PIT,NL,E,Three Rivers Stadium,1979,163,98,64,775,643,96.5431,1.4569,0.6012,0.5923,0.0089
Los Angeles Dodgers,LAN,NL,W,Dodger Stadium,1988,162,94,67,628,544,92.5516,1.4484,0.5802,0.5713,0.0089
Cleveland Indians,CLE,AL,NA,Cleveland Stadium,1967,162,75,87,559,613,73.5516,1.4484,0.463,0.454,0.0089
Los Angeles Dodgers,LAN,NL,NA,Dodger Stadium,1968,162,76,86,470,509,74.5567,1.4433,0.4691,0.4602,0.0089
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1972,156,72,84,472,519,70.618,1.382,0.4615,0.4527,0.0089
New York Yankees,NYA,AL,E,Yankee Stadium II,1991,162,71,91,674,777,69.558,1.442,0.4383,0.4294,0.0089
Tampa Bay Devil Rays,TBA,AL,E,Tropicana Field,1999,162,69,93,772,913,67.5382,1.4618,0.4259,0.4169,0.009
Los Angeles Angels of Anaheim,LAA,AL,W,Angel Stadium,2010,162,80,82,681,702,78.5407,1.4593,0.4938,0.4848,0.009
Houston Astros,HOU,NL,C,Minute Maid Park,2007,162,73,89,723,813,71.5403,1.4597,0.4506,0.4416,0.009
Cleveland Indians,CLE,AL,C,Progressive Field,2013,162,92,70,745,662,90.5234,1.4766,0.5679,0.5588,0.0091
Texas Rangers,TEX,AL,W,Rangers Ballpark in Arlington,2014,162,67,95,637,773,65.5185,1.4815,0.4136,0.4044,0.0091
Anaheim Angels,ANA,AL,W,Edison International Field,2000,162,82,80,864,869,80.5326,1.4674,0.5062,0.4971,0.0091
San Diego Padres,SDN,NL,W,Qualcomm Stadium,2000,162,76,86,752,815,74.4974,1.5026,0.4691,0.4599,0.0093
California Angels,CAL,AL,W,Anaheim Stadium,1973,162,79,83,629,657,77.4745,1.5255,0.4877,0.4782,0.0094
Seattle Mariners,SEA,AL,W,Safeco Field,2011,162,67,95,556,675,65.4846,1.5154,0.4136,0.4042,0.0094
Washington Senators,WS2,AL,NA,R.F.K. Stadium,1963,162,56,106,578,812,54.4796,1.5204,0.3457,0.3363,0.0094
Cleveland Indians,CLE,AL,E,Cleveland Stadium,1976,159,81,78,615,615,79.5,1.5,0.5094,0.5,0.0094
St. Louis Cardinals,SLN,NL,E,Busch Stadium II,1982,162,92,70,685,609,90.482,1.518,0.5679,0.5585,0.0094
